uid,source_uid,variant_type,archetype,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10
1000,1,twin,high_activity,1,0,10,1,cloudy,mild,work,True,0,2,150
1000,1,twin,high_activity,1,0,14,2,clear,warm,home,True,158,2,440
1000,1,twin,high_activity,1,0,16,3,clear,warm,home,True,204,2,0
1000,1,twin,high_activity,1,0,19,4,cloudy,warm,home,True,292,1,0
1000,1,twin,high_activity,1,0,21,5,cloudy,hot,home,True,622,1,0
1000,1,twin,high_activity,2,1,10,1,cloudy,hot,home,True,0,0,13
1000,1,twin,high_activity,2,1,14,2,cloudy,hot,home,True,508,2,499
1000,1,twin,high_activity,2,1,16,3,cloudy,hot,work,True,111,0,310
1000,1,twin,high_activity,2,1,19,4,clear,hot,work,True,105,1,0
1000,1,twin,high_activity,2,1,21,5,clear,warm,home,True,0,1,379
1000,1,twin,high_activity,3,2,10,1,cloudy,warm,home,True,0,0,482
1000,1,twin,high_activity,3,2,14,2,cloudy,warm,dining,True,84,1,118
1000,1,twin,high_activity,3,2,16,3,cloudy,warm,work,True,0,1,0
1000,1,twin,high_activity,3,2,19,4,cloudy,warm,home,False,25,0,100
1000,1,twin,high_activity,3,2,21,5,cloudy,warm,service,True,742,1,348
1000,1,twin,high_activity,4,3,10,1,cloudy,cool,home,True,0,2,0
1000,1,twin,high_activity,4,3,14,2,cloudy,hot,work,True,148,1,0
1000,1,twin,high_activity,4,3,16,3,clear,hot,home,True,738,2,0
1000,1,twin,high_activity,4,3,19,4,clear,hot,work,True,432,0,0
1000,1,twin,high_activity,4,3,21,5,clear,hot,home,True,5000,0,0
1000,1,twin,high_activity,5,4,10,1,cloudy,warm,home,True,0,1,0
1000,1,twin,high_activity,5,4,14,2,cloudy,warm,work,True,0,0,14
1000,1,twin,high_activity,5,4,16,3,cloudy,warm,home,True,39,0,158
1000,1,twin,high_activity,5,4,19,4,cloudy,hot,dining,True,664,1,0
1000,1,twin,high_activity,5,4,21,5,cloudy,warm,home,True,40,1,89
1000,1,twin,high_activity,6,5,10,1,clear,cool,home,True,0,1,0
1000,1,twin,high_activity,6,5,14,2,clear,hot,home,True,20,1,0
1000,1,twin,high_activity,6,5,16,3,clear,warm,home,True,1692,2,0
1000,1,twin,high_activity,6,5,19,4,clear,warm,home,True,196,2,311
1000,1,twin,high_activity,6,5,21,5,clear,warm,home,True,0,0,0
1000,1,twin,high_activity,7,6,10,1,cloudy,warm,dining,True,0,2,308
1000,1,twin,high_activity,7,6,14,2,cloudy,hot,home,True,103,0,140
1000,1,twin,high_activity,7,6,16,3,clear,hot,service,True,63,1,235
1000,1,twin,high_activity,7,6,19,4,cloudy,warm,dining,True,66,1,381
1000,1,twin,high_activity,7,6,21,5,cloudy,warm,home,True,1302,1,0
1000,1,twin,high_activity,8,0,10,1,cloudy,warm,home,True,0,2,410
1000,1,twin,high_activity,8,0,14,2,cloudy,warm,dining,False,100,0,167
1000,1,twin,high_activity,8,0,16,3,clear,warm,home,True,0,0,43
1000,1,twin,high_activity,8,0,19,4,clear,warm,work,True,286,2,0
1000,1,twin,high_activity,8,0,21,5,clear,warm,home,True,2502,2,144
1000,1,twin,high_activity,9,1,10,1,cloudy,hot,home,True,0,1,390
1000,1,twin,high_activity,9,1,14,2,cloudy,hot,service,True,210,2,78
1000,1,twin,high_activity,9,1,16,3,clear,hot,service,True,5,2,0
1000,1,twin,high_activity,9,1,19,4,clear,hot,work,True,18,1,0
1000,1,twin,high_activity,9,1,21,5,clear,hot,home,True,593,2,0
1000,1,twin,high_activity,10,2,10,1,clear,hot,work,True,0,0,403
1000,1,twin,high_activity,10,2,14,2,cloudy,warm,work,True,159,1,241
1000,1,twin,high_activity,10,2,16,3,clear,hot,home,True,103,0,92
1000,1,twin,high_activity,10,2,19,4,cloudy,hot,home,True,65,0,36
1000,1,twin,high_activity,10,2,21,5,cloudy,hot,work,True,464,0,230
1000,1,twin,high_activity,11,3,10,1,clear,warm,home,True,0,2,263
1000,1,twin,high_activity,11,3,14,2,clear,warm,shopping,True,212,1,0
1000,1,twin,high_activity,11,3,16,3,clear,warm,service,True,183,0,254
1000,1,twin,high_activity,11,3,19,4,cloudy,warm,work,True,596,1,121
1000,1,twin,high_activity,11,3,21,5,cloudy,warm,home,True,131,0,0
1000,1,twin,high_activity,12,4,10,1,cloudy,hot,home,True,0,1,0
1000,1,twin,high_activity,12,4,14,2,clear,hot,shopping,True,279,1,0
1000,1,twin,high_activity,12,4,16,3,clear,warm,service,True,0,2,150
1000,1,twin,high_activity,12,4,19,4,cloudy,warm,activity,True,117,0,212
1000,1,twin,high_activity,12,4,21,5,cloudy,warm,home,True,0,0,333
1000,1,twin,high_activity,13,5,10,1,clear,hot,shopping,True,0,0,112
1000,1,twin,high_activity,13,5,14,2,cloudy,hot,service,True,17,0,434
1000,1,twin,high_activity,13,5,16,3,cloudy,hot,service,True,0,0,164
1000,1,twin,high_activity,13,5,19,4,cloudy,warm,dining,True,36,0,0
1000,1,twin,high_activity,13,5,21,5,cloudy,warm,home,True,154,1,47
1000,1,twin,high_activity,14,6,10,1,clear,warm,home,True,0,2,229
1000,1,twin,high_activity,14,6,14,2,clear,warm,home,True,232,2,456
1000,1,twin,high_activity,14,6,16,3,clear,warm,home,True,0,1,267
1000,1,twin,high_activity,14,6,19,4,clear,warm,home,True,113,1,300
1000,1,twin,high_activity,14,6,21,5,clear,warm,home,True,351,0,149
1000,1,twin,high_activity,15,0,10,1,clear,hot,home,True,0,1,0
1000,1,twin,high_activity,15,0,14,2,clear,warm,dining,True,0,2,0
1000,1,twin,high_activity,15,0,16,3,clear,warm,work,True,0,2,146
1000,1,twin,high_activity,15,0,19,4,clear,warm,home,False,78,0,0
1000,1,twin,high_activity,15,0,21,5,clear,warm,work,True,293,2,0
1000,1,twin,high_activity,16,1,10,1,clear,warm,home,False,0,0,0
1000,1,twin,high_activity,16,1,14,2,cloudy,hot,home,True,75,2,0
1000,1,twin,high_activity,16,1,16,3,cloudy,warm,home,True,423,2,0
1000,1,twin,high_activity,16,1,19,4,cloudy,warm,work,True,15,2,165
1000,1,twin,high_activity,16,1,21,5,cloudy,warm,home,True,710,1,452
1000,1,twin,high_activity,17,2,10,1,cloudy,mild,dining,False,0,0,452
1000,1,twin,high_activity,17,2,14,2,cloudy,warm,work,True,39,2,178
1000,1,twin,high_activity,17,2,16,3,clear,warm,home,True,0,2,0
1000,1,twin,high_activity,17,2,19,4,clear,warm,home,True,46,2,0
1000,1,twin,high_activity,17,2,21,5,clear,warm,shopping,True,47,2,441
1000,1,twin,high_activity,18,3,10,1,cloudy,mild,home,True,0,1,0
1000,1,twin,high_activity,18,3,14,2,clear,hot,dining,True,13,2,0
1000,1,twin,high_activity,18,3,16,3,clear,hot,work,True,464,1,0
1000,1,twin,high_activity,18,3,19,4,cloudy,hot,work,True,15,0,0
1000,1,twin,high_activity,18,3,21,5,cloudy,hot,work,True,39,1,0
1000,1,twin,high_activity,19,4,10,1,clear,mild,home,True,0,0,0
