uid,source_uid,variant_type,archetype,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10
1000,1,twin,high_activity,1,0,10,1,cloudy,mild,work,True,0,2,0
1000,1,twin,high_activity,1,0,14,2,clear,warm,home,True,158,1,156
1000,1,twin,high_activity,1,0,16,3,clear,mild,dining,True,168,2,0
1000,1,twin,high_activity,1,0,19,4,cloudy,mild,work,True,312,2,331
1000,1,twin,high_activity,1,0,21,5,cloudy,warm,work,True,0,1,43
1000,1,twin,high_activity,2,1,10,1,clear,hot,dining,True,0,2,20
1000,1,twin,high_activity,2,1,14,2,clear,hot,work,True,384,2,0
1000,1,twin,high_activity,2,1,16,3,cloudy,hot,work,True,147,1,0
1000,1,twin,high_activity,2,1,19,4,cloudy,hot,work,True,482,0,0
1000,1,twin,high_activity,2,1,21,5,clear,hot,work,True,0,0,341
1000,1,twin,high_activity,3,2,10,1,clear,hot,work,True,0,2,33
1000,1,twin,high_activity,3,2,14,2,clear,warm,work,True,72,0,198
1000,1,twin,high_activity,3,2,16,3,clear,warm,home,True,19,0,0
1000,1,twin,high_activity,3,2,19,4,cloudy,warm,home,True,102,1,78
1000,1,twin,high_activity,3,2,21,5,clear,hot,work,True,0,1,24
1000,1,twin,high_activity,4,3,10,1,clear,mild,work,True,0,1,111
1000,1,twin,high_activity,4,3,14,2,clear,warm,home,True,482,0,181
1000,1,twin,high_activity,4,3,16,3,clear,hot,work,True,552,2,0
1000,1,twin,high_activity,4,3,19,4,cloudy,warm,work,True,313,1,144
1000,1,twin,high_activity,4,3,21,5,cloudy,warm,home,True,0,2,219
1000,1,twin,high_activity,5,4,10,1,clear,warm,work,True,0,2,26
1000,1,twin,high_activity,5,4,14,2,clear,hot,home,True,0,0,160
1000,1,twin,high_activity,5,4,16,3,cloudy,hot,shopping,True,175,2,0
1000,1,twin,high_activity,5,4,19,4,clear,hot,activity,False,1704,0,0
1000,1,twin,high_activity,5,4,21,5,clear,hot,home,True,1269,2,363
1000,1,twin,high_activity,6,5,10,1,clear,warm,home,True,0,0,25
1000,1,twin,high_activity,6,5,14,2,cloudy,warm,home,True,81,0,160
1000,1,twin,high_activity,6,5,16,3,clear,warm,home,True,0,1,0
1000,1,twin,high_activity,6,5,19,4,clear,hot,home,True,179,2,204
1000,1,twin,high_activity,6,5,21,5,clear,hot,home,True,203,0,493
1000,1,twin,high_activity,7,6,10,1,clear,warm,home,True,0,1,100
1000,1,twin,high_activity,7,6,14,2,cloudy,warm,dining,True,0,2,102
1000,1,twin,high_activity,7,6,16,3,clear,warm,shopping,True,5000,0,92
1000,1,twin,high_activity,7,6,19,4,clear,hot,shopping,True,26,2,167
1000,1,twin,high_activity,7,6,21,5,clear,hot,dining,True,60,2,0
1000,1,twin,high_activity,8,0,10,1,cloudy,warm,home,True,0,0,0
1000,1,twin,high_activity,8,0,14,2,cloudy,warm,home,True,155,2,115
1000,1,twin,high_activity,8,0,16,3,clear,warm,home,True,384,0,201
1000,1,twin,high_activity,8,0,19,4,clear,hot,home,True,14,2,0
1000,1,twin,high_activity,8,0,21,5,cloudy,hot,work,True,218,1,0
1000,1,twin,high_activity,9,1,10,1,cloudy,hot,work,True,0,1,57
1000,1,twin,high_activity,9,1,14,2,clear,hot,home,True,131,0,0
1000,1,twin,high_activity,9,1,16,3,cloudy,hot,home,True,2768,2,583
1000,1,twin,high_activity,9,1,19,4,cloudy,hot,work,True,535,0,0
1000,1,twin,high_activity,9,1,21,5,clear,hot,home,False,230,0,787
1000,1,twin,high_activity,10,2,10,1,clear,mild,work,True,26,0,0
1000,1,twin,high_activity,10,2,14,2,clear,warm,work,True,223,2,307
1000,1,twin,high_activity,10,2,16,3,clear,hot,home,True,0,1,132
1000,1,twin,high_activity,10,2,19,4,cloudy,hot,home,True,241,0,0
1000,1,twin,high_activity,10,2,21,5,clear,warm,shopping,True,212,1,120
